RETAIL,,,,,,,,,,,,,,,,,,,,,
additionFile,countsTowardsMastery,levels,hits,unlockLevel,,,,,,,,,,,,,,,,,
0,false,5,5,0,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
LEVEL,,,,,,,,,,,,,,,,,,,,,
damage,sp,,,,,,,,,,,,,,,,,,,,
1,0,,,,,,,,,,,,,,,,,,,,
1,0,,,,,,,,,,,,,,,,,,,,
1,0,,,,,,,,,,,,,,,,,,,,
1,0,,,,,,,,,,,,,,,,,,,,
1,0,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
HIT,,,,,,,,,,,,,,,,,,,,,
flags,totalFrames,overlayHitFrameOffset,totalSuccessFrames,damageMultiplier,sp,audioFile,isFinalHit,cameraMovementX,cameraMovementZ,cameraMovementTicks,hitDistanceFromTarget,framesToHitPosition,_0d,additionFailAnimationIndex,overlayStartingFrameOffset,additionSound1,additionSound2,additionSound3,additionSound4,additionSound5,additionSound6
192,0,0,0,100,0,28,0,0,0,0,0,6,0,0,0,"5,2","0,0",,,,
192,0,0,0,10,0,0,0,0,0,0,0,7,0,0,0,"10,21","3,19",,,,
192,0,0,0,20,0,0,0,0,0,0,0,7,0,0,0,"5,2","0,0",,,,
192,0,0,0,30,0,0,0,0,0,0,0,8,0,0,0,"9,46","1,44","7,26","7,39","10,3","2,1"
192,0,0,0,40,0,0,0,0,0,0,0,2,0,0,0,"10,3","2,1",,,,
192,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,"12,13","3,11",,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5,2","0,0",,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,14","1,12",,,,
