RETAIL,,,,,,,,,,,,,,,,,,,,,
additionFile,countsTowardsMastery,levels,hits,unlockLevel,,,,,,,,,,,,,,,,,
0,false,5,5,0,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
LEVEL,,,,,,,,,,,,,,,,,,,,,
damage,sp,,,,,,,,,,,,,,,,,,,,
1,0,,,,,,,,,,,,,,,,,,,,
1,0,,,,,,,,,,,,,,,,,,,,
1,0,,,,,,,,,,,,,,,,,,,,
1,0,,,,,,,,,,,,,,,,,,,,
1,0,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
HIT,,,,,,,,,,,,,,,,,,,,,
flags,totalFrames,overlayHitFrameOffset,totalSuccessFrames,damageMultiplier,sp,audioFile,isFinalHit,cameraMovementX,cameraMovementZ,cameraMovementTicks,hitDistanceFromTarget,framesToHitPosition,_0d,additionFailAnimationIndex,overlayStartingFrameOffset,additionSound1,additionSound2,additionSound3,additionSound4,additionSound5,additionSound6
192,0,0,0,100,0,35,0,0,0,0,0,6,0,0,0,"5,2","0,0",,,,
192,0,0,0,10,0,0,0,0,0,0,0,4,0,0,0,"8,15","3,13",,,,
192,0,0,0,20,0,0,0,0,0,0,0,5,0,0,0,"5,2","0,0",,,,
192,0,0,0,30,0,0,0,0,0,0,0,5,0,0,0,"9,19","1,17","7,13","7,15","10,4","3,2"
192,0,0,0,40,0,0,0,0,0,0,0,6,0,0,0,"10,4","3,2",,,,
192,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,"5,2","0,0",,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8,22","1,20",,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8,4","2,2",,,,
