RETAIL,,,,,,,,,,,,,,,,,
additionFile,countsTowardsMastery,levels,hits,unlockLevel,,,,,,,,,,,,,
4032,true,5,4,2,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
LEVEL,,,,,,,,,,,,,,,,,
damage,sp,,,,,,,,,,,,,,,,
1,1,,,,,,,,,,,,,,,,
1.05,1.2,,,,,,,,,,,,,,,,
1.1,1.4,,,,,,,,,,,,,,,,
1.15,1.6,,,,,,,,,,,,,,,,
1.25,1.8,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
HIT,,,,,,,,,,,,,,,,,
flags,totalFrames,overlayHitFrameOffset,totalSuccessFrames,damageMultiplier,sp,audioFile,isFinalHit,cameraMovementX,cameraMovementZ,cameraMovementTicks,hitDistanceFromTarget,framesToHitPosition,_0d,additionFailAnimationIndex,overlayStartingFrameOffset,additionSound1,additionSound2
192,15,9,3,50,5,1,0,0,0,8,5,12,32,0,11,"4,9","0,7"
192,33,28,2,50,5,0,0,0,25,2,1,12,32,0,0,"5,28","1,26"
192,30,15,3,50,5,0,0,0,0,0,0,13,32,0,0,"9,15","2,13"
192,23,5,1,50,5,0,4,-5,0,12,5,12,32,0,0,"10,5","3,3"
