RETAIL,,,,,,,,,,,,,,,,,
additionFile,countsTowardsMastery,levels,hits,unlockLevel,,,,,,,,,,,,,
4034,true,5,5,15,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
LEVEL,,,,,,,,,,,,,,,,,
damage,sp,,,,,,,,,,,,,,,,
1,1,,,,,,,,,,,,,,,,
1.1,1.1,,,,,,,,,,,,,,,,
1.2,1.2,,,,,,,,,,,,,,,,
1.3,1.3,,,,,,,,,,,,,,,,
1.5,1.5,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
HIT,,,,,,,,,,,,,,,,,
flags,totalFrames,overlayHitFrameOffset,totalSuccessFrames,damageMultiplier,sp,audioFile,isFinalHit,cameraMovementX,cameraMovementZ,cameraMovementTicks,hitDistanceFromTarget,framesToHitPosition,_0d,additionFailAnimationIndex,overlayStartingFrameOffset,additionSound1,additionSound2
192,15,9,3,40,10,3,0,0,0,8,5,12,32,0,11,"4,9","0,7"
192,28,23,2,40,10,0,0,0,0,12,6,11,32,0,0,"7,23","1,21"
192,26,14,3,40,10,0,0,0,0,0,0,12,32,0,0,"9,14","3,12"
192,21,14,2,40,10,0,0,0,11,4,0,15,32,0,0,"5,14","2,12"
192,24,8,1,40,10,0,4,-4,5,15,10,11,32,0,0,"10,8","3,6"
