RETAIL,,,,,,,,,,,,,,,,,
additionFile,countsTowardsMastery,levels,hits,unlockLevel,,,,,,,,,,,,,
4057,true,5,6,19,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
LEVEL,,,,,,,,,,,,,,,,,
damage,sp,,,,,,,,,,,,,,,,
1,1,,,,,,,,,,,,,,,,
1.9,1,,,,,,,,,,,,,,,,
2.53,1,,,,,,,,,,,,,,,,
3.16,1,,,,,,,,,,,,,,,,
3.8,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
HIT,,,,,,,,,,,,,,,,,
flags,totalFrames,overlayHitFrameOffset,totalSuccessFrames,damageMultiplier,sp,audioFile,isFinalHit,cameraMovementX,cameraMovementZ,cameraMovementTicks,hitDistanceFromTarget,framesToHitPosition,_0d,additionFailAnimationIndex,overlayStartingFrameOffset,additionSound1,additionSound2
192,10,5,2,22,10,16,0,0,2,2,9,12,32,0,11,"5,5","0,3"
192,17,12,2,22,5,0,0,0,10,2,8,8,32,0,0,"4,12","1,10"
192,22,16,1,22,5,0,0,0,0,2,0,12,32,18,0,"8,16","2,14"
192,11,6,2,22,5,0,0,0,0,2,0,7,32,0,0,"5,6","1,4"
192,22,15,2,12,5,0,0,0,13,2,13,12,32,0,0,"9,15","3,13"
192,17,12,1,10,5,0,4,-8,10,3,8,12,32,0,0,"10,12","2,10"
