RETAIL,,,,,,,,,,,,,,,,,
additionFile,countsTowardsMastery,levels,hits,unlockLevel,,,,,,,,,,,,,
4067,true,5,7,26,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
LEVEL,,,,,,,,,,,,,,,,,
damage,sp,,,,,,,,,,,,,,,,
1,1,,,,,,,,,,,,,,,,
1.25,1,,,,,,,,,,,,,,,,
1.5,1,,,,,,,,,,,,,,,,
1.75,1,,,,,,,,,,,,,,,,
2,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
HIT,,,,,,,,,,,,,,,,,
flags,totalFrames,overlayHitFrameOffset,totalSuccessFrames,damageMultiplier,sp,audioFile,isFinalHit,cameraMovementX,cameraMovementZ,cameraMovementTicks,hitDistanceFromTarget,framesToHitPosition,_0d,additionFailAnimationIndex,overlayStartingFrameOffset,additionSound1,additionSound2
192,13,8,2,30,2,0,0,0,4,2,5,8,32,0,0,"4,9","0,7"
192,13,4,1,30,2,0,0,0,3,1,3,8,0,0,0,"5,8","1,6"
192,11,6,2,30,2,0,0,0,3,2,5,6,32,0,0,"9,4","2,2"
192,12,5,2,30,2,0,0,0,2,2,3,5,32,0,0,"8,6","0,4"
192,13,9,1,30,2,0,0,0,0,9,5,10,32,0,0,"5,5","1,3"
192,23,10,1,20,2,0,4,-10,9,1,8,11,32,0,0,"11,9","2,7"
192,23,10,1,50,5,0,4,-9,9,1,8,11,32,0,0,"10,10","3,8"
