RETAIL,,,,,,,,,,,,,,,,,,,,,
additionFile,countsTowardsMastery,levels,hits,unlockLevel,,,,,,,,,,,,,,,,,
4082,true,5,7,30,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
LEVEL,,,,,,,,,,,,,,,,,,,,,
damage,sp,,,,,,,,,,,,,,,,,,,,
1,1,,,,,,,,,,,,,,,,,,,,
1.3,1,,,,,,,,,,,,,,,,,,,,
1.6,1,,,,,,,,,,,,,,,,,,,,
1.9,1,,,,,,,,,,,,,,,,,,,,
2.35,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
HIT,,,,,,,,,,,,,,,,,,,,,
flags,totalFrames,overlayHitFrameOffset,totalSuccessFrames,damageMultiplier,sp,audioFile,isFinalHit,cameraMovementX,cameraMovementZ,cameraMovementTicks,hitDistanceFromTarget,framesToHitPosition,_0d,additionFailAnimationIndex,overlayStartingFrameOffset,additionSound1,additionSound2,additionSound3,additionSound4,additionSound5,additionSound6
192,6,1,2,50,3,26,0,0,0,0,0,9,32,18,13,"4,1","0,0",,,,
192,12,7,2,34,3,0,0,0,5,3,1,12,32,0,0,"10,7","1,5",,,,
192,16,9,2,34,3,0,0,0,0,11,6,15,32,0,0,"5,9","0,7",,,,
192,16,8,1,34,3,0,0,0,0,12,14,14,32,0,0,"13,8","2,6",,,,
192,18,1,2,34,3,0,0,10,0,2,3,12,32,0,0,"14,1","0,0",,,,
192,27,18,2,35,3,0,0,-5,0,22,5,15,32,19,0,"10,18","2,17",,,,
192,29,1,1,35,2,0,4,-9,0,3,4,15,32,0,0,"11,1","3,0","7,12","7,16","4,1","0,0"
